num|url|title|category|data
680|site.ru/tech-614|Повер|Техника|Взял мощный повер для поездок.
681|site.ru/tech-615|Флэшка|Техника|Купил флэшку для файлов и фоток.
682|site.ru/tech-618|Карта|Техника|Купил новую карту для графики и монтажа.
683|site.ru/tech-619|Проц|Техника|Взял мощный проц для сборки ПК.
684|site.ru/tech-621|Материнка|Техника|Купил новую материнку под апгрейд.
685|site.ru/tech-622|БП|Техника|Взял нормальный БП с запасом мощности.
686|site.ru/tech-623|Корпус|Техника|Купил корпус с хорошим охлаждением.
687|site.ru/tech-625|Кулер|Техника|Купил башенный кулер для процессора.
688|site.ru/tech-626|Моник|Техника|Взял моник с высокой герцовкой.
689|site.ru/tech-627|Клава|Техника|Купил механическую клаву для работы.
690|site.ru/tech-628|Мышка|Техника|Взял игровую мышку с подсветкой.
691|site.ru/tech-629|Микро|Техника|Купил микро для созвонов и записи.
692|site.ru/tech-630|Вебка|Техника|Взял вебку для стримов.
693|site.ru/tech-631|Плойка|Техника|Купил плойку нового поколения.
694|site.ru/tech-632|Сонька|Техника|Взял соньку для игр по вечерам.
695|site.ru/tech-633|Бокс|Техника|Купил иксбокс по скидке.
696|site.ru/tech-634|Геймпад|Техника|Взял второй геймпад для коопа.
